hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,E,HHB,Sy,Fel,CoH,CoU,CoA,CoL,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,DN,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,O,Un,P600,P500
17028,"Lodge Hill","38A",2841,"3","304","997","SO518989","SO 51873 98979","SO512982","244","60","trig point","","","2014-12-08","","137 138","217","351871","298975","52.586448","-2.711805","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17029,"Hungerford Hill","38A",2847,"3","302","991","SO530907","SO 53082 90712","SO526908","229","73","bank in wood by fence corner","","","2014-10-30","alternative col at SO508893 allocated to 17043 Lilywood Hill","137 138","217","353080","290707","52.512239","-2.692791","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17030,"Hungerford Hill SW Top","38A",2847,"3","301","988","SO525902","SO 52504 90206","SO527904","249","52","ground by fenceline","","","2012-01-20","","137 138","217","352502","290201","52.50764","-2.701234","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031,"Basford Bank","38A",2846,"2","299","981","SO394852","SO 39408 85237","SO397849","264","35","no feature","flat summit area","","2012-01-20","","137","216 217","339406","285232","52.461673","-2.893259","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17032,"Lynchgate Hill","38A",2846,"2","297","974","SO380864","SO 38016 86411","SO394862","236","61","edge of track just N of junction","spruce plantation; trees may affect GPS readings","","2013-12-23","","137","216 217","338014","286406","52.472069","-2.913963","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17033,"Woodbury Hill","38B",2242,"2","296","971","SO341414","SO 34123 41503","SO 3398 4189","253","43","no feature: pasture","pile of rocks 50m SSW at SO 34094 41453 is slightly higher but man-made","Abney level","2021-01-30","","148 149 161","OL13N 201S","334121","241498","52.067926","-2.962484","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17034,"Cwm-brain Hill","38A",2183,"2","295","968","SO233778","SO 23379 77823","SO237783","253","42","no feature","","","2013-12-23","","137 148","201N","323377","277818","52.393016","-3.127435","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17035,"Hill End","38A",2841,"2","294","965","SO504943","SO 50496 94368","SO 5019 9412","262.1","32","rock tor","","","2020-08-03","","137 138","217","350494","294363","52.544874","-2.731438","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17036,"Weaver","38B",2848,"2","293","961","SO422748","SO 42253 74881","SO422754","244","49","no feature: arable field","","","2016-02-08","","137 148","203","342251","274876","52.368889","-2.8496","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17037,"Dionscourt Hill","38B",2856,"2","292.4","959","SO462680","SO 46213 68049","SO 4478 6706","262.3","30.1","no feature: ground inside wood 10m W of trig point","trig point is 1m lower","","2020-12-24","","137 138 148","203","346211","268044","52.307876","-2.790347","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17038,"Aston Hill","38A",2200,"2","289","948","SJ323067","SJ 32385 06751","SJ307062","254","35","no feature: ground on N side of hedge","","Abney level","2014-11-11","","126","216","332383","306747","52.654229","-3.001003","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17039,"Broom Hill","38A",2840,"2","288","945","SJ419034","SJ 41934 03419","SJ414031","222","66","no feature: grass","summit in trees","Abney level","2012-01-20","","126","241S","341932","303415","52.625386","-2.859271","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17040,"Moccas Hill","38B",2242,"2","290","951","SO334422","SO 33430 42276","SO327423","255","35","rough mound","","obvious summit","2021-01-30","","148 149 161","OL13N 201S","333428","242271","52.074792","-2.972743","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17041,"Bucknell Wood Hill","38A",2183,"2","287","942","SO339738","SO 33916 73846","SO338739","246","41","ground by small oak tree","","","2012-01-20","","137 148","201N","333914","273841","52.358642","-2.971828","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17042,"Fegg Hill","38A",2847,"2","286","938","SO557935","SO 55755 93528","SO554936","231","55","trig point in hedge","","","2017-06-10","col 230.9 LIDAR data","137 138","217","355753","293523","52.537777","-2.653782","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17043,"Lilywood Hill","38A",2847,"2","287","942","SO513906","","SO508893","229","58","","","","2014-10-30","alternative col at SO526908 allocated to 17029 Hungerford Hill","137 138","217","351300","290600","52.511117","-2.719003","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17044,"Church Hill","38A",2840,"2","286","938","SJ416040","SJ 41624 04100","SJ418038","236","50","grass covered rocky mound","","","2014-12-08","","126","241S","341622","304096","52.631474","-2.863971","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17045,"Moelydd","38A",2087,"2","285","935","SJ244253","SJ 24450 25391","SJ242261","234","51","ground by signpost","","","2012-01-20","","126","240","324448","325387","52.820717","-3.12258","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17046,"Midsummer Hill","38B",2854,"2","284","932","SO759375","SO 75960 37524","SO756380","204","80","no feature: ground on path c25m N of shelter","","Abney level","2012-01-20","","150","190","375958","237519","52.035556","-2.35188","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17047,"Evenhay Hill","38B",2856,"2","281","922","SO465701","SO 46564 70144","SO467704","249","32","no feature","","","2012-01-20","","137 138 148","203","346562","270139","52.326744","-2.785533","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17048,"Maddock's Hill","38A",2843,"2","270","886","SJ647088","SJ 64731 08817","SJ638081","219","51","no feature: ground at quarry edge","","Abney level","2019-12-17","","127","242","364729","308813","52.675875","-2.523083","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17049,"Dove Hill","38A",2847,"2","279","915","SO581961","SO 58188 96170","SO539925","231","48","small mound by water tank","","","2017-06-10","","137 138","217","358186","296165","52.56172","-2.618246","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17050,"Wigpool Common","38B",2862,"2","279","915","SO655192","SO 65520 19216","SO 6544 1809","240.4","39","ground by trig point","","","2022-07-09","","162","OL14E","365518","219211","51.870404","-2.502227","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17051,"Broome Hill","38A",2841,"2","279","915","SO531984","SO 53193 98458","SO520980","244","35","no feature: ground at NE corner of pasture","large levelish hill top","","2012-01-20","","137 138","217","353191","298454","52.58188","-2.69225","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17052,"Roman Bank","38A",2847,"2","279","915","SO521912","SO 52125 91267","SO520908","248","31","no feature","summit is in trees","","2012-01-20","","137 138","217","352123","291262","52.517144","-2.706971","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17053,"Edge Hills","38B",2862,"2","280.5","920","SO662159","SO 66297 15953","SO 6434 1868","233.5","47","ground in wood 30m NE of track","ground by track 30m W at SO 66260 15943 is as high","","2022-07-09","","162","OL14E","366295","215948","51.841114","-2.490622","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17054,"Bowman Hill","38A",2841,"2","278","912","SO533974","SO 53366 97485","SO535979","244","34","no feature","flat summit area","","2012-01-20","","137 138","217","353364","297480","52.573148","-2.689559","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17055,"Billings Ring","38A",2183,"2","277","909","SO370879","SO 37034 87997","SO360883","217","60","no feature: ground by earthen rampart","highest point of rampart is 15m E at SO 37051 87994","","2012-01-20","","137","216 217","337032","287992","52.486213","-2.928718","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17056,"Swinyard Hill","38B",2854,"2","272","892","SO761385","SO 76192 38575","SO761390","242","30","no feature","","obvious summit","2015-01-30","","150","190","376190","238570","52.045016","-2.348572","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17057,"Saddlebow Hill","38B",2857,"2","273","896","SO458278","SO 45895 27824","SO460280","232","41","small mound by fence","summit is in trees","","2012-01-20","","161","189","345893","227819","51.946229","-2.788601","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17058,"Woodhampton Wood","38B",2183,"2","272","892","SO406676","SO 40700 67674","SO406681","194","78","no feature","","","2019-11-21","","137 148 149","203","340698","267669","52.303937","-2.871133","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17059,"Bourton Westwood","38A",2847,"2","270","886","SO603978","SO 60356 97902","SO601983","224","46","no feature","","","2018-02-04","","138","217","360354","297897","52.577452","-2.586474","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17060,"Blakemoor","38A",2840,"2","270","886","SO426882","SO 42647 88299","SO425888","234","36","no feature: ground just N of hedge","","","2012-01-20","","137","217","342645","288294","52.489548","-2.846120","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17061,"The Ercall","38A",2843,"2","268","879","SJ644096","SJ 64441 09689","SJ648095","209","59","no feature: ground in trees","","","2012-01-20","","127","242","364439","309685","52.683695","-2.527466","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17062,"Woodside Hill","38A",2847,"Un","267","876","SO550941","","SO561955","244","23","","","","2017-06-10","Tump deleted May 2017","137 138","217","355000","294100","52.542898","-2.664965","E","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17063,"Walsgrove Hill","38B",2837,"2","265","869","SO743658","SO 74325 65821","SO743646","209","56","grassy knoll 20m N of bench","","Abney level","2016-02-15","","138 150","204","374323","265816","52.289885","-2.377863","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17064,"The Mount","38B",2183,"2","264","866","SO372687","SO 37210 68804","SO380675","223","41","no feature: ground by fence","","Abney level","2018-02-04","","137 148","201N","337208","268799","52.313706","-2.922521","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17065,"Hart Hill","38B",2862,"2","263","863","SO541031","SO 54112 03194","SO576072","179","84","no feature: ground on N side of Windward House","","","2014-10-30","","162","OL14W","354110","203189","51.725533","-2.665787","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17066,"Roveries Wood","38A",2187,"2","262","860","SO322928","SO 32233 92812","SO315932","212","50","no feature","summit is in trees","","2012-01-20","","137","216","332231","292807","52.528918","-3.000392","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17067,"Wolverton Hill","38A",2847,"2","254","833","SO475874","SO 47534 87465","SO480871","219","35","no feature: ground on track","","","2020-05-10","","137 138","217","347532","287460","52.482544","-2.774021","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17068,"Birtley Knoll","38B",2183,"2","253","830","SO362691","SO 36224 69150","SO363695","194","59","no feature: grass","","Abney level","2012-01-20","","137 148","201N","336222","269145","52.316702","-2.937049","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17069,"The Knoll","38A",2187,"2","253","830","SO281987","SO 28184 98774","SO292994","206","47","grassy knoll","rocky knoll 440m SSE at SO 28320 99194 may be as high","","2012-01-20","","137","216","328182","298770","52.581988","-3.06136","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17070,"The Goggin","38B",2856,"Un","251.8","826","SO476698","SO 47664 69867","SO 4753 6997","223.4","28.4","ground by fence","","","2021-01-30","Tump deleted Jan 2021","137 138 148","203","347662","269862","52.32436","-2.76935","E","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17071,"Bates Barn Hill","38A",2846,"Un","246","807","SO371824","","SO373827","218","28","","","","2014-06-22","Tump deleted June 2014","137","201N 217","337100","282400","52.435952","-2.926656","E","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17072,"Bromyard Downs","38B",2867,"2","245.1","804","SO671552","SO 67196 55215","SO 6759 5694","157","88","ground a few metres inside wood","","","2021-01-16","","149","202","367194","255210","52.194155","-2.481347","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17073,"High Grove Hill","38B",2854,"2","245","804","SO749466","SO 74935 46686","SO752468","174","71","knoll near fence corner","summit in trees","","2012-01-20","","150","190","374933","246681","52.117882","-2.367498","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17074,"Kyre Green","38B",2867,"2","244.2","801","SO609620","SO 60999 62046","SO 6038 5953","211.8","32.4","no feature: ground c. 10m N of trig point","uncultivated section of arable field 330m S at SO 61074 61717 is 0.5m higher but, probably, unnatural","","2021-01-16","","138 149","203","360997","262041","52.255161","-2.572794","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17075,"Blake's Wood","38B",2862,"2","243","797","SO553120","SO 55356 12087","SO552124","208","35","no feature: woodland","","","2012-01-20","","162","OL14W","355354","212082","51.805587","-2.648923","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17076,"Oaker Wood","38A",2846,"2","243","797","SO377818","SO 37763 81864","SO379823","211","32","no feature: ground at NW side of path","summit is in trees","","2014-03-21","","137","201N 217","337761","281859","52.431167","-2.916838","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17077,"Red Hill","38B",2184,"2","242","794","SO258530","SO 25822 53070","SO257531","206","36","no feature: pasture","","","2015-03-21","","148","201S","325820","253065","52.170852","-3.086087","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17078,"Round Oak Hill","38B",2861,"2","241","791","SO450468","","SO435474","174","67","","","","2012-01-20","","148 149","202","345000","246800","52.116779","-2.804650","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17079,"Park Wood","38A",2841,"2","241","791","SJ537011","SJ 53750 01134","SO529999","162","79","ground by remains of wall","ground 320m SE at SJ 53931 00870 is c 2m lower","","2020-10-24","","126","241S","353748","301130","52.605983","-2.684405","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17080,"Oakley Hill","38B",2183,"2","238","781","SO397671","SO 39777 67200","SO399676","182","56","no feature: pasture","","","2012-01-20","","137 148 149","201N","339775","267195","52.299575","-2.884583","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17081,"Clayton Wood","38B",2862,"2","237","778","ST552998","ST 55203 99814","SO565010","183","54","no feature","","","2014-10-30","","162","OL14W 167","355201","199809","51.695232","-2.649557","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17082,"Ash Coppice Hill","38A",2847,"2","236","774","SJ640005","SJ 64021 00544","SO630989","167","69","no feature","flat summit area","","2014-10-30","","127","242","364019","300539","52.601458","-2.53268","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17083,"Skenchill","38B",2857,"2","236.3","775","SO481182","SO 48169 18275","SO496189","198","38","ground near edge of wood","ground 170m ENE by trig point at SO 48318 18359 is 1.6m lower","","2020-12-06","","161","OL14W","348167","218270","51.860598","-2.754081","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17084,"Shirlett Common","38A",2847,"2","234","768","SO654984","SO 65464 98444","SO649997","196","38","no feature: ground SW of road by water tank","alternative summit 300m N at SO 65795 98436 (NE of road by gate) or SO 65757 98478 (edge of wood)","","2012-01-20","","138","218","365462","298439","52.582674","-2.511155","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17085,"Walterstone Common","38B",2242,"2","233","764","SO349251","","SO354260","198","35","","","","2012-01-20","","161","OL13N","334900","225100","51.920606","-2.948002","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17086,"Berry Hill","38B",2862,"2","233.8","767","SO574123","SO 57415 12346","SO 5648 1171","203.7","30.1","ground on N side of The Crescent road","","","2021-10-30","","162","OL14E OL14W","357413","212341","51.808077","-2.619094","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17087,"Clows Top","38B",2837,"2","232","761","SO716717","SO 71669 71749","SO731693","154","78","no feature: 10m SW of brick building","flat summit area","","2014-12-08","","138","218","371667","271744","52.343048","-2.417304","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17088,"Knowle Hill","38A",2837,"2","234","768","SO693817","SO 69393 81706","SO672832","170","64","no feature: mound 15m from trig point","","","2019-06-24","","138","218","369391","281701","52.432439","-2.451624","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17089,"Ridge Hill","38B",2866,"2","230.8","757","SO628338","SO 62803 33856","SO 6307 3717","182.8","48","trig point","flat summit ridge to N","","2021-01-30","","149","189","362801","233851","52.001851","-2.543275","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
